user_id,name,TotalOrders,TotalAmountSpent,UniqueProductsPurchased,MostFrequentCategory
47331,Michelle Clark,1,17.530000686645508,1,Pants & Capris
47332,Dale Rogers,1,44.950000762939446,1,Active
47337,Anthony Reed,1,17.0,1,Underwear
47339,Leah Ruiz,1,62.0,1,Swim
47343,Anthony Butler,1,24.989999771118164,1,Accessories
47345,Charles Bray,1,18.0,1,Socks
47357,Michael Salas,1,33.63999938964844,1,Shorts
47364,Amy Wagner,1,10.359999656677246,1,Dresses
47365,Brenda Mccarty,1,59.5,1,Maternity
47388,Sarah Mann,1,59.9900016784668,1,Skirts
47408,Christian Smith,1,184.94999694824216,1,Suits & Sport Coats
47409,Nichole Brown,1,63.33000183105469,1,Outerwear & Coats
47427,Frank Taylor,1,145.38000106811523,3,Outerwear & Coats
47433,Jeffrey Brown,1,40.0,1,Sleep & Lounge
47445,Brandy Morse,1,56.0,1,Shorts
47446,Courtney Thomas,1,55.0,1,Leggings
47458,Kevin Howell,1,62.0,1,Active
47460,Dawn Smith,1,79.16999816894531,1,Outerwear & Coats
47461,Shelia Rosales,1,70.9900016784668,2,Fashion Hoodies & Sweatshirts
47469,Nicole Cortez,1,38.0,1,Intimates
47486,David Snyder,1,50.0,1,Shorts
47490,Laura Beasley,1,140.94999980926514,2,Leggings
47513,Sandra Espinoza,1,54.0,2,Intimates
47518,Veronica Smith,1,161.95000076293945,2,Leggings
47526,Diana Bradley,2,278.540002822876,6,Fashion Hoodies & Sweatshirts
47528,Lori Dunn,1,565.9800033569336,4,Blazers & Jackets
47542,Peter Myers,1,181.5,2,Outerwear & Coats
47548,Stephanie Garcia,1,129.97999572753906,1,Fashion Hoodies & Sweatshirts
47589,Tracy Perez,1,170.0,2,Shorts
47593,Stacy Kelly,1,54.930000305175774,1,Active
47597,Jennifer Johnson,1,284.98999977111816,4,Skirts
47598,Tracey Smith,1,146.4700002670288,2,Plus
47629,Brenda Spence,1,24.989999771118164,1,Active
47637,Christopher Santiago,1,35.0,1,Underwear
47645,Nathaniel Riley,1,100.1999969482422,1,Outerwear & Coats
47655,Carlos Dixon,1,24.0,1,Sleep & Lounge
47657,Brenda Cooke,2,262.98000144958496,3,Dresses
47666,David Hamilton,1,33.75,1,Shorts
47697,Diana Barnett,1,52.989999771118164,2,Leggings
47698,Danielle Davis,1,24.979999542236328,1,Maternity
47704,Krystal Martinez,1,150.0,1,Dresses
47715,Michele Curry,1,25.0,1,Intimates
47720,Elizabeth Barr,1,169.99000549316406,1,Suits
47748,Richard Powers,1,46.950000762939446,1,Jeans
47752,Christopher Johnson,1,64.5,1,Fashion Hoodies & Sweatshirts
47753,Brandi Arnold,1,22.0,1,Intimates
47777,Kelli Ortiz,1,112.5,1,Outerwear & Coats
47796,Patricia Owen,1,169.0,1,Jeans
47807,Barry Carroll,2,165.8899974822998,4,Active
47821,Jason Pitts,1,64.98999786376953,1,Jeans
47827,Michael Nelson,1,45.0,1,Fashion Hoodies & Sweatshirts
47836,Alicia Carpenter,1,34.900001525878906,1,Jeans
47846,Roger Richards,1,38.680000305175774,1,Jeans
47886,Craig Martin,1,55.67999839782715,2,Fashion Hoodies & Sweatshirts
47892,Benjamin Brown,1,436.5,2,Socks
47893,Jennifer Thompson,1,40.0,1,Tops & Tees
47916,Christine Carter,1,54.0,1,Sleep & Lounge
47923,Angela Carroll,1,198.0,1,Jeans
47927,Thomas Munoz,1,60.0,1,Fashion Hoodies & Sweatshirts
47934,David Smith,1,54.9900016784668,1,Tops & Tees
47948,David Lawrence,1,56.38999938964844,1,Sweaters
47988,Eric Mitchell,1,17.75,1,Underwear
48020,Jennifer Harris,1,6.25,1,Accessories
48026,Caitlin Harmon,1,69.19999694824219,1,Fashion Hoodies & Sweatshirts
48030,Tiffany Smith,1,11.949999809265137,1,Socks & Hosiery
48031,Christopher Gonzalez,1,110.0,1,Outerwear & Coats
48034,Anna Brown,1,8.470000267028809,1,Intimates
48069,Susan Cummings,1,10.479999542236328,1,Accessories
48082,Nichole Dorsey,1,75.0,1,Jeans
48083,Joseph Mitchell,1,132.9500026702881,4,Active
48098,Samuel Thompson,1,65.0,1,Swim
48111,Francisco Holland,1,132.9799976348877,2,Outerwear & Coats
48118,Thomas Chandler,1,24.950000762939453,1,Tops & Tees
48125,Michelle Scott,1,7.900000095367431,1,Tops & Tees
48132,William Hughes,1,30.0,1,Accessories
48136,Katherine Warner,1,189.0,1,Sweaters
48165,Charles Medina,1,52.5,1,Shorts
48168,Marcus Rodriguez,1,47.16999816894531,1,Sweaters
48171,Alexandria Peterson,1,148.5,1,Sweaters
48190,James Johnson,1,44.5,1,Fashion Hoodies & Sweatshirts
48199,Sheri Neal,1,99.98999786376952,1,Sleep & Lounge
48239,Christopher Lara,1,69.5,1,Sweaters
48243,Daniel Horton,1,19.989999771118164,1,Accessories
48249,Whitney Cobb,1,14.5,1,Fashion Hoodies & Sweatshirts
48254,Jason Guzman,1,184.9900016784668,3,Pants
48290,Marcus Scott,1,29.5,1,Tops & Tees
48294,Anthony Gamble,1,68.48999786376953,1,Jeans
48304,Lydia King,1,113.06999969482422,2,Jumpsuits & Rompers
48307,Lauren Ferguson,1,79.94999694824217,1,Maternity
48313,Anna Hunter,1,13.970000267028809,1,Plus
48316,Robert Stokes,1,69.94999694824219,1,Pants
48318,Thomas Nguyen,1,38.5,2,Tops & Tees
48319,Savannah Kelly,1,13.989999771118164,1,Socks & Hosiery
48333,Betty Mueller,1,11.989999771118164,1,Plus
48340,Susan Collins,1,39.9900016784668,1,Fashion Hoodies & Sweatshirts
48361,Robin Davis,1,24.989999771118164,1,Swim
48407,Kathy Lindsey,1,29.989999771118164,1,Pants & Capris
48413,Clayton Rojas,1,149.0799961090088,4,Sleep & Lounge
48438,Madeline Moreno,1,25.0,1,Shorts
48450,Hannah Ray,1,104.27999877929688,1,Intimates
48464,Scott Baxter,1,19.989999771118164,1,Accessories
48467,Dawn Berger,1,17.899999618530273,1,Leggings
48471,Aaron Guzman,1,230.0,4,Fashion Hoodies & Sweatshirts
48495,Joel Diaz,1,89.5,1,Sweaters
48496,Christopher Underwood,1,89.98999786376953,1,Outerwear & Coats
48506,Joseph Ramirez,1,98.0,1,Sweaters
48519,Thomas Wilson,1,337.47999000549316,2,Socks
48537,Jessica Harris,1,69.98999786376953,1,Tops & Tees
48542,John Murphy,1,38.81999969482422,1,Jeans
48553,Kristin Berg,2,83.0,2,Shorts
48572,Brittany Watson,1,99.0,1,Jeans
48589,Joseph Reid,1,59.0,1,Sleep & Lounge
48601,Ashley Webb,1,24.989999771118164,1,Fashion Hoodies & Sweatshirts
48616,Darrell Baker,1,604.9700050354004,4,Outerwear & Coats
48667,Leah Taylor,1,39.950000762939446,1,Intimates
48692,Tiffany Nguyen,1,161.98999977111816,2,Plus
48707,Karen Henderson,1,48.0,1,Intimates
48723,Sarah Russell,1,49.950000762939446,1,Maternity
48726,Nicholas Houston,1,134.95000076293945,2,Jeans
48748,Juan Garcia,1,65.0,1,Fashion Hoodies & Sweatshirts
48759,Phillip Kane,1,58.450000762939446,1,Pants
48763,Julie Bradshaw,2,75.98000144958496,2,Accessories
48772,Brandon Miller,1,24.13999938964844,1,Underwear
48779,Kimberly Vasquez,1,206.48999786376953,2,Fashion Hoodies & Sweatshirts
48820,Regina Berry,1,10.0,1,Intimates
48859,Larry Terry,1,149.48999786376953,2,Outerwear & Coats
48874,David Johnson,1,291.9799976348877,4,Sweaters
48877,Michael Harris,1,96.0,2,Shorts
48880,Angela King,1,10.5,1,Intimates
48883,Christopher Romero,1,24.75,1,Underwear
48893,Marie Young,1,134.96000003814697,4,Fashion Hoodies & Sweatshirts
48894,Logan Stephens,1,388.8899955749512,3,Accessories
48903,Mark Weiss,1,55.0,1,Pants
48908,Angela Rodriguez,1,110.0,1,Swim
48920,Richard Taylor,1,54.0,1,Swim
48921,Virginia Yang,1,18.25,1,Accessories
48931,Christina Collins,1,44.0,1,Intimates
48943,Desiree Smith,1,41.86000061035156,1,Pants & Capris
48944,Paige Snyder,1,39.9900016784668,1,Jeans
48948,Brittney Thompson,1,53.0300018787384,2,Pants & Capris
48966,Kimberly King,1,59.5,1,Maternity
48969,Misty David,1,98.0,1,Dresses
48978,Justin Weaver,1,14.0,1,Socks
48992,Sydney Wheeler,1,160.29999923706055,2,Outerwear & Coats
48996,Vincent Williams,1,14.81999969482422,1,Pants
49020,Brandy Smith,1,22.89999961853028,1,Outerwear & Coats
49036,William Armstrong,1,149.5,1,Jeans
49054,Stephanie Booker,1,19.979999542236328,1,Fashion Hoodies & Sweatshirts
49066,Sherry Fowler,1,12.0,1,Jeans
49078,Billy Olson,1,48.0,1,Fashion Hoodies & Sweatshirts
49100,Matthew Smith,1,105.11000061035156,3,Socks
49102,Christopher Day,1,147.1300048828125,1,Suits & Sport Coats
49110,Brittany Robinson,1,29.979999542236328,1,Maternity
49111,Candice Gonzales,1,36.0,1,Maternity
49123,Amy Riley,1,14.0,1,Plus
49124,Karen Moore,1,15.210000038146973,1,Tops & Tees
49148,Julie Perkins,1,179.9799976348877,3,Accessories
49152,Charlotte Miller,1,19.950000762939453,1,Socks & Hosiery
49160,Edward Tran,1,9.989999771118164,1,Socks
49184,Amber Brown,1,18.14999961853028,1,Dresses
49207,Cory Nichols,1,49.9900016784668,1,Swim
49233,Danny Smith,2,99.56999778747559,2,Outerwear & Coats
49269,Matthew Cook,1,120.0,1,Outerwear & Coats
49274,Walter Martinez,1,126.0,1,Sweaters
49277,Tony Curtis,1,59.9900016784668,1,Sweaters
49285,Charles James,1,139.0,1,Outerwear & Coats
49294,Courtney Marshall,1,79.48999977111816,2,Sweaters
49301,Lydia Jones,1,208.0,2,Jeans
49302,Tammy Valdez,1,29.950000762939453,1,Sleep & Lounge
49307,Chad Tucker,1,130.0,1,Tops & Tees
49313,Kimberly Parker,1,36.0,1,Intimates
49321,Christopher Roberts,1,78.0,1,Suits & Sport Coats
49342,Tamara Morris,1,59.959999084472656,1,Jeans
49362,Ashley Ward,1,126.60000228881836,3,Dresses
49364,Rachel Chen,1,204.9900016784668,2,Accessories
49408,David Park,1,22.989999771118164,1,Tops & Tees
49412,Heather Reilly,1,144.89999961853027,2,Intimates
49416,Anthony Jimenez,1,25.0,1,Sleep & Lounge
49441,Darrell Perez,1,79.5,1,Pants
49479,Christopher Meyer,1,35.0,1,Shorts
49492,James Snyder,1,99.0,1,Suits & Sport Coats
49498,Frederick Reynolds,1,87.56999969482422,1,Sweaters
49510,Victoria Goodwin,1,78.0,1,Dresses
49513,Christina Parsons,1,30.0,1,Socks & Hosiery
49527,Jesus Snyder,1,69.0,1,Active
49528,Lisa Gibson,1,87.9799976348877,2,Plus
49581,Samantha Garcia,1,25.979999542236328,1,Fashion Hoodies & Sweatshirts
49587,Michael Preston,1,228.0,1,Outerwear & Coats
49640,Mitchell Patrick,1,37.630001068115234,1,Sweaters
49642,William Young,1,49.0,1,Sleep & Lounge
49717,Connor Greer,1,125.0,1,Suits & Sport Coats
49736,Matthew Case,1,24.0,1,Underwear
49738,Kim Stephens,1,100.0,1,Sweaters
49741,Tina Mccarthy,1,125.0,1,Sleep & Lounge
49744,Laura Miller,1,32.0,1,Intimates
49757,Brandon Henderson,1,80.48000144958496,3,Fashion Hoodies & Sweatshirts
49758,Gina Oliver,1,32.9900016784668,1,Socks & Hosiery
49764,Jay Bell,1,399.9500122070313,1,Sleep & Lounge
49771,Denise Harding,1,27.0,1,Socks & Hosiery
49782,Robert Peters,1,328.0,1,Sweaters
49788,Whitney Bush,1,58.459999084472656,1,Jeans
49793,Melissa Cook,1,175.26000595092773,2,Accessories
49795,David Thornton,1,44.119998931884766,1,Shorts
49818,Michael Elliott,1,24.96999931335449,1,Swim
49838,Mary Burnett,1,108.95000076293945,2,Accessories
49857,Barbara Rogers,1,44.9900016784668,1,Sweaters
49870,Allen Garcia,1,47.9900016784668,1,Outerwear & Coats
49871,Richard Burns,1,129.0,1,Pants
49910,Brandi Price,1,28.0,1,Active
49926,Rebecca Young,1,27.0,1,Dresses
49927,Nathan Baldwin,1,713.75,2,Active
49998,David Stanley,1,17.510000228881836,1,Tops & Tees
50014,David Cooper,1,89.98999786376953,1,Sweaters
50035,Eduardo Marshall,1,399.5,4,Jeans
50071,Teresa Wagner,1,185.0,1,Outerwear & Coats
50085,Daniel Gutierrez,1,147.45000076293945,2,Shorts
50086,Larry Rodriguez,1,16.969999313354492,1,Underwear
50092,Karina Moore,1,178.0,1,Outerwear & Coats
50096,Joseph Miller,1,20.989999771118164,1,Accessories
50100,Donna Good,1,25.0,1,Socks & Hosiery
50103,Ricardo Dean,1,86.5,2,Shorts
50106,Scott Wood,1,35.900001525878906,1,Shorts
50110,Marie Harris,1,175.43999671936035,4,Accessories
50116,William Greene,1,89.2599983215332,2,Swim
50127,Margaret Moore,1,16.0,1,Plus
50153,Paula Wallace,1,38.679999351501465,2,Swim
50156,Susan Leonard,1,38.400001525878906,1,Plus
50165,John Thornton,1,28.0,1,Swim
50170,Mario Vargas,1,167.48999977111816,3,Fashion Hoodies & Sweatshirts
50180,Kimberly Ramos,1,69.0,1,Plus
50185,Sandy Abbott,1,57.179999351501465,2,Sleep & Lounge
50203,Sabrina Barrera,1,201.75,1,Outerwear & Coats
50269,Carolyn King,1,173.92999649047852,3,Jeans
50273,Danielle Schneider,2,126.1100025177002,3,Dresses
50282,John Thomas,1,49.9900016784668,1,Pants
50283,Samuel Edwards,1,189.0,1,Outerwear & Coats
50293,Lisa Nelson,1,61.900001525878906,1,Sleep & Lounge
50299,Alex Dunn,1,14.989999771118164,1,Underwear
50302,Denise Wilson,1,78.86999797821045,2,Active
50303,Linda Matthews,1,174.9900016784668,2,Jeans
50321,Thomas Todd,1,18.350000381469727,1,Sweaters
50331,Adam Parker,1,65.0,1,Swim
50366,Angela Banks,1,189.11000442504883,4,Fashion Hoodies & Sweatshirts
50384,Andrew Peters,1,20.90999984741211,1,Socks
50390,Russell Murray,1,36.950000762939446,1,Socks
50399,Troy Owens,1,14.399999618530272,1,Socks
50408,Cathy Lopez,1,14.989999771118164,1,Fashion Hoodies & Sweatshirts
50422,Michael Anderson,1,60.0,1,Pants
50436,Robin Rice,2,58.94000244140625,2,Fashion Hoodies & Sweatshirts
50456,David Young,1,15.949999809265137,1,Accessories
50460,William Reynolds,2,107.9900016784668,2,Pants
50467,Margaret Smith,1,105.98999977111816,3,Dresses
50470,Lauren Knight,1,94.98999786376952,1,Swim
50475,Christopher Gomez,1,25.0,1,Shorts
50481,Carla Brown,1,31.920000076293945,1,Sweaters
50482,Joshua Myers,1,38.0,1,Swim
50483,Karen Snyder,1,14.989999771118164,1,Socks & Hosiery
50497,Joseph Watts,1,174.7300033569336,4,Outerwear & Coats
50506,Kimberly James,1,209.38999366760254,4,Accessories
50507,Ashley Ortiz,1,120.0,1,Sweaters
50508,Philip Kemp,1,55.92999839782715,2,Swim
50518,Jacqueline Howell,1,189.0,1,Outerwear & Coats
50522,Heather Briggs,1,25.0,1,Jeans
50539,Katie Johnson,1,29.989999771118164,1,Dresses
50542,Kimberly Pitts,1,19.989999771118164,1,Intimates
50544,Jennifer Kennedy,1,72.9900016784668,2,Intimates
50551,Nicholas Wilson,1,44.9900016784668,1,Active
50553,Patrick Barber,1,12.0,1,Socks
50558,Janet White,1,26.989999771118164,1,Fashion Hoodies & Sweatshirts
50566,Joseph Wu,1,32.0,1,Tops & Tees
50575,Kristina Wood,1,44.0,1,Fashion Hoodies & Sweatshirts
50590,Gregory Russell,1,124.72000122070312,4,Fashion Hoodies & Sweatshirts
50592,David Lewis,1,15.0,1,Socks
50599,Joshua Bauer,1,33.94999980926514,2,Accessories
50603,Kevin Richard,1,9.989999771118164,1,Accessories
50609,Matthew Hines,1,46.630001068115234,1,Accessories
50626,James Mitchell,1,85.33000183105469,2,Jeans
50630,Nicholas Contreras,1,34.189998626708984,1,Outerwear & Coats
50644,Aaron Neal,1,159.97999572753906,2,Outerwear & Coats
50656,Kelly Harding,1,39.97999954223633,1,Maternity
50687,Brian White,1,100.0,1,Fashion Hoodies & Sweatshirts
50715,Jennifer Parker,1,19.989999771118164,1,Accessories
50726,Jonathan Powell,1,38.0,1,Tops & Tees
50734,Kimberly Bennett,1,39.0,1,Intimates
50754,Joseph Liu,1,212.17999649047852,4,Active
50776,Tyler Weiss,2,409.2399969100952,4,Active
50780,Amber Turner,1,51.869998931884766,1,Sweaters
50791,Catherine Savage,1,4.989999771118164,1,Accessories
50799,Amy Robinson,1,29.989999771118164,1,Shorts
50803,Jennifer Gray,1,25.5,1,Jumpsuits & Rompers
50815,Scott Cobb,1,48.0,1,Swim
50837,Antonio Scott,1,39.83000183105469,1,Jeans
50856,Ashley Johnson,1,54.0,1,Accessories
50861,Justin Kelly,1,31.989999771118164,1,Swim
50862,John Jones,1,717.989990234375,4,Suits & Sport Coats
50865,Kim Small,1,73.98999786376953,1,Swim
50868,Laura Cooper,1,19.989999771118164,1,Sweaters
50892,John Carter,1,26.989999771118164,1,Fashion Hoodies & Sweatshirts
50928,Chelsea Walker,2,331.93999671936035,5,Accessories
50933,Kevin Gonzalez,1,758.0,1,Outerwear & Coats
50941,Lindsey Logan,1,46.010000228881836,2,Shorts
50948,Patrick Adams,1,321.0,1,Jeans
51002,Richard Stewart,1,34.880001068115234,1,Shorts
51017,Brandy Smith,1,253.98999786376953,3,Dresses
51018,Tyler Hancock,1,124.0,2,Pants
51036,Tracie Bennett,1,59.5,1,Fashion Hoodies & Sweatshirts
51045,Joseph Long,1,462.97999572753906,4,Suits & Sport Coats
51064,Joshua Rivers,1,24.989999771118164,1,Active
51077,Michelle Blair,1,29.989999771118164,1,Active
51106,Nicole Russell,1,23.979999542236328,1,Skirts
51123,Kevin Bowman,1,25.0,1,Tops & Tees
51136,Jesse Shea,1,29.989999771118164,1,Tops & Tees
51143,Chris Jones,1,36.9900016784668,1,Pants
51146,Jessica Bradley,1,7.34000015258789,1,Accessories
51154,Jennifer Ball,1,34.0,1,Sleep & Lounge
51172,Alex Merritt,2,167.9900016784668,3,Shorts
51175,Molly Sanchez,1,221.36000061035156,2,Blazers & Jackets
51176,Ashley Chen,1,15.899999618530272,1,Leggings
51177,Daniel Walters,1,62.0,1,Swim
51191,Kurt Nelson,3,383.4900016784668,4,Accessories
51192,Ryan Blankenship,1,169.0,1,Sweaters
51195,Melanie Black,1,32.099998474121094,1,Active
51200,Jerry Turner,1,109.0,1,Jeans
51207,Mark Young,1,25.0,1,Active
51208,Ryan Vazquez,1,36.400001525878906,1,Sleep & Lounge
51214,Christopher King,1,200.0,2,Active
51236,Jeremy Evans,1,45.0,2,Active
51239,Rickey Reyes,1,55.650001525878906,1,Sweaters
51302,Gail Jacobs,1,110.89999771118164,2,Intimates
51324,Bradley Ford,1,64.94999694824219,1,Shorts
51339,Veronica Stewart,1,50.0,1,Pants & Capris
51348,Anthony Rivera,1,19.989999771118164,1,Outerwear & Coats
51350,John Mccormick,1,69.45999908447266,1,Pants
51369,James Randolph,1,53.45000076293945,2,Active
51372,Sarah Calhoun,1,54.97999954223633,1,Fashion Hoodies & Sweatshirts
51375,Dean Parker,1,864.0,2,Jeans
51384,Joseph Alvarez,1,114.36999893188477,2,Fashion Hoodies & Sweatshirts
51400,Richard Stevenson,1,52.989999771118164,2,Active
51403,Nicholas Rose,1,311.86000633239746,4,Active
51417,Danielle Sweeney,1,25.0,1,Intimates
51428,Deanna Brown,1,24.989999771118164,1,Intimates
51453,Andrew Terrell,1,89.5,1,Fashion Hoodies & Sweatshirts
51485,Veronica Rose,1,18.0,1,Plus
51488,Kathy Smith,1,28.809999465942383,1,Outerwear & Coats
51502,Thomas Jackson,1,113.7400016784668,2,Active
51543,Brooke Barnes,1,686.8099975585938,2,Blazers & Jackets
51577,Joseph Long,1,25.0,1,Tops & Tees
51644,Carol Beck,1,9.989999771118164,1,Sleep & Lounge
51684,Alyssa Johnson,1,103.94000244140625,2,Intimates
51687,James Murphy,1,149.0,1,Outerwear & Coats
51749,Jesse Hill,1,25.0,1,Active
51752,Nicholas Hall,1,138.88000106811523,2,Fashion Hoodies & Sweatshirts
51828,Marissa Cobb,1,37.0,1,Fashion Hoodies & Sweatshirts
51836,Margaret Wilson,1,101.98999786376952,1,Dresses
51855,Lauren Livingston,1,150.0,1,Accessories
51873,Stanley Mason,1,40.0,1,Jeans
51880,Kristina Cole,1,99.98999786376952,1,Jeans
51891,Jon Lane,1,245.0,1,Sleep & Lounge
51893,Megan Kelly,1,97.0,1,Swim
51895,Larry Smith,1,49.9900016784668,1,Pants
51897,Deborah James,1,221.5,2,Maternity
51907,Heather Webster,1,43.40999984741211,2,Dresses
51911,Jesse York,1,40.75,2,Sleep & Lounge
51928,Ann Chapman,2,136.93000030517578,2,Accessories
51932,Susan Martin,1,36.989999771118164,2,Intimates
51951,Sydney Williams,1,115.0999984741211,2,Pants & Capris
51954,Kevin Young,1,78.0,1,Accessories
51960,Aaron Branch,1,43.989999771118164,2,Socks
51966,Elizabeth Petty,1,63.0,1,Fashion Hoodies & Sweatshirts
51987,James Myers,1,49.5,1,Tops & Tees
51992,Jenny Nelson,1,119.94999694824216,2,Outerwear & Coats
52009,Amanda Garza,1,22.979999542236328,1,Maternity
52050,Douglas Farley,1,241.93999671936035,4,Accessories
52065,Ricardo Jensen,1,98.9900016784668,2,Sweaters
52071,Todd Hatfield,1,31.989999771118164,1,Tops & Tees
52072,Ralph Clark,1,28.0,1,Tops & Tees
52081,Amanda Perez,1,16.979999542236328,1,Maternity
52089,Pamela Hammond,1,5.989999771118164,1,Swim
52103,Jennifer Gates,1,128.0,1,Maternity
52107,Stacy Miller,1,45.08000183105469,1,Leggings
52123,Leah Gomez,1,100.0,1,Sweaters
52124,Angela Richardson,1,55.0,1,Sleep & Lounge
52164,Christian Walton,1,38.480000495910645,2,Accessories
52172,Denise Campbell,1,293.8100051879883,2,Blazers & Jackets
52198,Daniel Dickerson,1,324.99000549316406,3,Jeans
52203,Margaret Marshall,1,36.0,1,Intimates
52216,Frank Huang,1,20.950000762939453,1,Underwear
52223,Charles Schneider,1,100.95000076293945,2,Fashion Hoodies & Sweatshirts
52260,Michael Bates,1,192.81999683380127,4,Pants
52314,Michael Ibarra,1,158.0,1,Jeans
52322,David Franco,1,45.0,1,Swim
52325,Jennifer Robbins,1,28.0,1,Active
52327,Richard Le,1,50.400001525878906,1,Sweaters
52329,Benjamin Barnett,1,70.94000053405762,3,Socks
52330,Jessica Gilbert,1,36.9900016784668,1,Fashion Hoodies & Sweatshirts
52340,Rick Thompson,1,80.0,1,Tops & Tees
52346,Jay Hoffman,1,44.9900016784668,1,Pants
52350,Shannon Carter,1,38.970001220703125,1,Shorts
52371,Kristen Barnes,1,45.65999984741211,2,Intimates
52377,Katherine Santos,1,17.360000610351562,1,Jumpsuits & Rompers
52390,Brandon Joyce,1,144.98999786376953,2,Fashion Hoodies & Sweatshirts
52393,David Morgan,2,94.0,2,Shorts
52404,Thomas Christensen,1,69.9800033569336,1,Jeans
52406,Cathy Thomas,1,360.0,2,Dresses
52417,Anthony Hall,1,119.0,1,Shorts
52422,Jeremy Gonzalez,1,34.989999771118164,2,Active
52445,Shannon Palmer,1,108.37999725341797,2,Maternity
52464,Brittany Mullins,1,38.0,1,Sleep & Lounge
52487,Wendy Moore,1,71.4900016784668,2,Fashion Hoodies & Sweatshirts
52496,Judith Moyer,1,58.0,1,Skirts
52519,Ralph Coleman,1,24.950000762939453,1,Active
52540,Katie Stokes,1,28.0,1,Accessories
52545,Shane Castillo,1,42.9900016784668,1,Jeans
52560,Mary Raymond,1,174.94000244140625,4,Fashion Hoodies & Sweatshirts
52567,Howard Douglas,1,59.5,1,Fashion Hoodies & Sweatshirts
52568,Adam Hoffman,1,68.98000144958496,2,Accessories
52577,Valerie Sparks,1,52.9900016784668,1,Jumpsuits & Rompers
52584,Candace Santiago,1,76.45000076293945,2,Accessories
52598,Robert Mccullough,1,54.0,1,Pants
52611,Danielle Smith,1,11.590000152587892,1,Blazers & Jackets
52628,Javier Garcia,1,698.0,1,Suits & Sport Coats
52639,Maria Rodriguez,1,19.0,1,Tops & Tees
52702,David Kelly,2,109.0,3,Accessories
52715,Ronald Thornton,1,25.0,1,Pants
52725,Michelle Stone,1,34.9900016784668,1,Jeans
52766,Christopher Knight,1,903.0,1,Outerwear & Coats
52782,Kayla Mitchell,1,149.97000122070312,1,Sweaters
52794,Gregory Mendoza,1,29.0,1,Sweaters
52798,Heather Gill,1,32.0,1,Intimates
52806,Jessica Wood,1,34.9900016784668,1,Jeans
52843,Samuel Hays,1,70.5,2,Fashion Hoodies & Sweatshirts
52855,Erin Everett,1,163.0,2,Jeans
52857,Gregory Woods,1,204.93999862670898,2,Fashion Hoodies & Sweatshirts
52875,Antonio Reed,1,58.0,1,Swim
52887,Nicole Herman,1,102.73999977111816,4,Intimates
52899,Abigail Cochran,1,145.0,1,Jeans
52910,Jennifer Baldwin,1,137.48999977111816,2,Jeans
52940,Daniel West,1,58.880001068115234,1,Shorts
52949,Jacob Jones,1,315.3499984741211,3,Outerwear & Coats
52967,Allison Bennett,1,68.61000061035156,1,Outerwear & Coats
52977,John Garza,1,52.900001525878906,2,Shorts
52981,Craig Smith,1,49.5,1,Pants
52990,Courtney Johnson,1,24.989999771118164,1,Sleep & Lounge
52994,Terri Knight,2,29.880000114440918,2,Plus
53002,John Gilmore,1,85.96999931335449,3,Accessories
53009,Timothy Byrd,1,35.0,1,Active
53018,Jacqueline Daniel,1,117.9900016784668,2,Intimates
53035,Yolanda Wheeler,1,41.560001373291016,1,Swim
53039,Robert Nichols,1,46.0,1,Shorts
53051,Leslie Lopez,1,110.0,1,Jeans
53069,Deanna Burns,1,17.989999771118164,1,Fashion Hoodies & Sweatshirts
53081,Andrew Berry,1,204.94999694824216,1,Sweaters
53116,Catherine Harris,1,29.229999542236328,2,Jumpsuits & Rompers
53127,Jack Bennett,1,59.5,1,Fashion Hoodies & Sweatshirts
53143,Madison Marshall,1,46.0,1,Sleep & Lounge
53148,Carla Thomas,1,292.34999084472656,2,Dresses
53176,Aaron Williamson,1,174.5199966430664,3,Accessories
53181,Ashley Jackson,1,24.989999771118164,1,Plus
53210,Shannon Sanchez,1,38.0,1,Shorts
53211,Patrick Rhodes,1,35.33000183105469,1,Sleep & Lounge
53252,Katelyn Miller,1,61.900001525878906,1,Jeans
53263,Dylan Gillespie,3,121.63000106811523,3,Active
53265,Jermaine Hansen,1,24.5,1,Shorts
53268,Jason Delacruz,1,78.94999694824217,1,Sweaters
53279,Charles Lopez,1,27.989999771118164,1,Shorts
53283,Cheryl Bates,1,7.130000114440918,1,Leggings
53309,Kylie Gill,1,108.0,1,Pants & Capris
53313,Emily Harris,1,172.02000045776367,2,Fashion Hoodies & Sweatshirts
53358,Sarah Rodriguez,1,50.0,1,Tops & Tees
53361,Curtis Waters,1,69.5,1,Tops & Tees
53382,Maria Taylor,1,197.98999977111816,4,Pants & Capris
53403,Charles Brown,1,12.989999771118164,1,Tops & Tees
53420,Larry Le,1,190.89999961853027,2,Accessories
53441,George Wilkins,2,217.0999984741211,5,Underwear
53450,Anthony Yu,1,58.9900016784668,1,Swim
53478,Mason James,1,172.9499969482422,2,Sweaters
53480,Carolyn Jensen,1,12.989999771118164,1,Socks & Hosiery
53484,Kathleen Mcdaniel,1,18.0,1,Active
53495,Jessica Rowe,1,34.900001525878906,1,Jeans
53516,Jesse West,1,48.970001220703125,1,Shorts
53535,Steven Davidson,1,25.0,1,Underwear
53539,Anthony Morgan,1,118.5,1,Shorts
53544,Greg Hines,1,287.98999786376953,2,Jeans
53545,Natalie Duffy,1,138.0,1,Dresses
53546,Crystal Lambert,1,10.0,1,Intimates
